arch,xai,image,y,fp32_pred,int8_pred,fp32_correct,pred_match,topk_iou,topk_dice,spearman,collapsed_fp32,collapsed_int8,scope
tf_efficientnetv2_s,gradcampp,102639.jpg,0,0,0,1,1,0.7002146165141759,0.8236779165559394,0.9017048385080033,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,102817.jpg,0,0,0,1,1,0.5973681417807493,0.7479404730268403,0.8740017798385082,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,102835.jpg,0,0,0,1,1,0.728327018027328,0.8428115865001329,0.9745840514594607,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,103032.jpg,0,0,0,1,1,0.6065748745864019,0.7551155992559129,0.8700059663158916,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,103205.jpg,0,0,0,1,1,0.5531936848622433,0.7123305872973691,0.9038056015385969,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,103230.jpg,0,0,0,1,1,0.45331659747030995,0.6238373638054744,0.7718503717193586,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,103276.jpg,0,0,0,1,1,0.7608797379503978,0.8642040924794048,0.9134201105739328,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,103629.jpg,0,0,0,1,1,0.6821636119803308,0.8110550093010895,0.9174720845937491,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,103920.jpg,0,0,0,1,1,0.7447548394575171,0.8537071485516875,0.8880794301498776,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,103923.jpg,0,0,0,1,1,0.672258637929119,0.8040127557799628,0.8499842928639255,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,104055.jpg,0,0,0,1,1,0.6698469048147326,0.8022854105766676,0.9605515971648997,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,104401.jpg,0,0,0,1,1,0.6143286143286143,0.7610948711134733,0.9170959863047774,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,104535.jpg,0,0,0,1,1,0.47771451011191834,0.6465585968642041,0.7890971907685987,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,104576.jpg,0,0,0,1,1,0.6430520685514681,0.7827531225086367,0.839305134367265,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,104697.jpg,0,0,0,1,1,0.6812241706690495,0.8103906457613607,0.8520825972178245,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,104800.jpg,0,0,0,1,1,0.7586166608248627,0.8627424926920011,0.9590718970685327,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,104819.jpg,0,0,0,1,1,0.7716572504708098,0.8711134732925857,0.9140333110924425,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,104827.jpg,0,0,0,1,1,0.7927584564078133,0.8844007440871645,0.9649479074534483,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,105046.jpg,0,0,0,1,1,0.5706981112386518,0.7266808397555142,0.9045497887873472,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,105255.jpg,0,0,0,1,1,0.731906570014958,0.8452032952431571,0.9549541001653474,0,0,full_val_split
tf_efficientnetv2_s,gradcam,105272.jpg,0,0,0,1,1,0.8194125468391152,0.9007440871644964,0.9685980937103906,0,0,full_val_split
tf_efficientnetv2_s,gradcam,105324.jpg,0,0,0,1,1,0.6823516262434336,0.8111878820090354,0.9432651001560812,0,0,full_val_split
tf_efficientnetv2_s,gradcam,105570.jpg,0,0,0,1,1,0.5593079871542526,0.7173797501993091,0.8926392917756489,0,0,full_val_split
tf_efficientnetv2_s,gradcam,105677.jpg,0,0,0,1,1,0.8220554412298753,0.9023385596598459,0.952552664262135,0,0,full_val_split
tf_efficientnetv2_s,gradcam,105948.jpg,0,0,0,1,1,0.8518700787401575,0.9200106298166356,0.9425988687592192,0,0,full_val_split
tf_efficientnetv2_s,gradcam,105993.jpg,0,0,0,1,1,0.7065759637188208,0.8280627159181504,0.8935198106987353,0,0,full_val_split
tf_efficientnetv2_s,gradcam,106340.jpg,0,0,0,1,1,0.7773054669972842,0.8747010364071219,0.9397312099529881,0,0,full_val_split
tf_efficientnetv2_s,gradcam,106539.jpg,0,0,0,1,1,0.8050125914378223,0.8919744884400744,0.9430816426576263,0,0,full_val_split
tf_efficientnetv2_s,gradcam,106545.jpg,0,0,0,1,1,0.770615221738619,0.8704491097528567,0.9625464552085179,0,0,full_val_split
tf_efficientnetv2_s,gradcam,106629.jpg,0,0,0,1,1,0.6498958675874165,0.7878022854105766,0.8947006656163903,0,0,full_val_split
tf_efficientnetv2_s,gradcam,106645.jpg,0,0,0,1,1,0.6094952951240377,0.7573744352909912,0.9419824889123404,0,0,full_val_split
tf_efficientnetv2_s,gradcam,106812.jpg,0,0,0,1,1,0.8009093084469969,0.8894499069891044,0.9419814673863748,0,0,full_val_split
tf_efficientnetv2_s,gradcam,106861.jpg,0,0,0,1,1,0.8555226824457594,0.9221365931437683,0.9445467444393981,0,0,full_val_split
tf_efficientnetv2_s,gradcam,106916.jpg,0,0,0,1,1,0.8667989582041424,0.9286473558331119,0.9636942333366192,0,0,full_val_split
tf_efficientnetv2_s,gradcam,106934.jpg,0,0,0,1,1,0.7371032890940565,0.8486579856497476,0.9537142135726128,0,0,full_val_split
tf_efficientnetv2_s,gradcam,106938.jpg,0,0,0,1,1,0.8161196911196911,0.8987509965453095,0.923142519418066,0,0,full_val_split
tf_efficientnetv2_s,gradcam,107162.jpg,0,0,0,1,1,0.918918918918919,0.9577464788732394,0.9687469294164776,0,0,full_val_split
tf_efficientnetv2_s,gradcam,107178.jpg,0,0,0,1,1,0.8452862572024028,0.9161573212862079,0.9526220597475479,0,0,full_val_split
tf_efficientnetv2_s,gradcam,107284.jpg,0,0,0,1,1,0.8829121841381036,0.9378155726813713,0.9851855160519407,0,0,full_val_split
tf_efficientnetv2_s,gradcam,107844.jpg,0,0,0,1,1,0.8298079260880136,0.9069891044379484,0.9398235226572496,0,0,full_val_split
tf_efficientnetv2_s,gradcam,108102.jpg,0,0,0,1,1,0.9424441863466254,0.9703693861280893,0.9526338857906699,0,0,full_val_split
tf_efficientnetv2_s,gradcam,108129.jpg,0,0,0,1,1,0.8509591736350222,0.9194791389848526,0.9584461809517126,0,0,full_val_split
tf_efficientnetv2_s,gradcam,108199.jpg,0,0,0,1,1,0.7929720071471114,0.8845336167951103,0.9336758230722647,0,0,full_val_split
tf_efficientnetv2_s,gradcam,108533.jpg,0,0,0,1,1,0.942945656383116,0.9706351315439808,0.9407125873826448,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,105272.jpg,0,0,0,1,1,0.7639751552795031,0.8661971830985915,0.9571918278580275,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,105324.jpg,0,0,0,1,1,0.5960131481285124,0.746877491363274,0.910788256306455,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,105570.jpg,0,0,0,1,1,0.4399693867789151,0.6110815838426787,0.8639130626687098,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,105677.jpg,0,0,0,1,1,0.6339557099435519,0.7759766144034015,0.886749543052936,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,105948.jpg,0,0,0,1,1,0.7149367665489347,0.8337762423598193,0.9071109266803812,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,105993.jpg,0,0,0,1,1,0.6202368137782562,0.76561254318363,0.9473307272105806,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,106340.jpg,0,0,0,1,1,0.5092750426150606,0.674860483656657,0.772707523291078,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,106539.jpg,0,0,0,1,1,0.6925671876757,0.8183630082381079,0.9066692814582124,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,106545.jpg,0,0,0,1,1,0.6861207572532766,0.8138453361679511,0.8478803528695266,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,106629.jpg,0,0,0,1,1,0.46934791097227646,0.6388519798033484,0.8004093478900758,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,106645.jpg,0,0,0,1,1,0.7727005064185608,0.8717778368323147,0.9234186385823212,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,106812.jpg,0,0,0,1,1,0.7151321786690975,0.8339091150677651,0.8817282541804781,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,106861.jpg,0,0,0,1,1,0.672258637929119,0.8040127557799628,0.9142134220913396,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,106916.jpg,0,0,0,1,1,0.5671004685059865,0.7237576401807069,0.6558932712701254,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,106934.jpg,0,0,0,1,1,0.4376313276026743,0.6088227478076004,0.7406136843905313,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,106938.jpg,0,0,0,1,1,0.5509531169500258,0.7104703693861281,0.8901152546539165,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,107162.jpg,0,0,0,1,1,0.6855543113101904,0.8134467180441137,0.9213588958254488,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,107178.jpg,0,0,0,1,1,0.4509350298823983,0.6215785277703959,0.8741292237265639,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,107284.jpg,0,0,0,1,1,0.6560677742325889,0.7923199574807335,0.8457298185150666,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,107844.jpg,0,0,0,1,1,0.6929479248678438,0.8186287536539995,0.8934475757592009,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,108102.jpg,0,0,0,1,1,0.7439462402966053,0.8531756577199043,0.9304676321195084,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,108129.jpg,0,0,0,1,1,0.7143507972665148,0.8333776242359819,0.8095660031920795,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,108199.jpg,0,0,0,1,1,0.6990630996726492,0.8228806803082647,0.7610486715229151,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,108533.jpg,0,0,0,1,1,0.43680794196258116,0.6080255115599256,0.8918634306086529,0,0,full_val_split
tf_efficientnetv2_s,gradcam,108541.jpg,0,0,0,1,1,0.7259488590757941,0.8412171140047834,0.9360511943728562,0,0,full_val_split
tf_efficientnetv2_s,gradcam,108696.jpg,0,0,0,1,1,0.6861207572532766,0.8138453361679511,0.9715128804950978,0,0,full_val_split
tf_efficientnetv2_s,gradcam,108697.jpg,0,0,0,1,1,0.7393113011324243,0.8501195854371512,0.9439588658890896,0,0,full_val_split
tf_efficientnetv2_s,gradcam,108765.jpg,0,0,0,1,1,0.7571795470464627,0.8618123837363806,0.9184195138590621,0,0,full_val_split
tf_efficientnetv2_s,gradcam,108844.jpg,0,0,0,1,1,0.8637939574046558,0.9269200106298167,0.9346561731551645,0,0,full_val_split
tf_efficientnetv2_s,gradcam,109121.jpg,0,0,0,1,1,0.782356423919479,0.8778899813978209,0.9017430038130555,0,0,full_val_split
tf_efficientnetv2_s,gradcam,109173.jpg,0,0,0,1,1,0.8095696080788651,0.894764815306936,0.9167761969269038,0,0,full_val_split
tf_efficientnetv2_s,gradcam,109214.jpg,0,0,0,1,1,0.7712402918333725,0.8708477278766942,0.9321199925420556,0,0,full_val_split
tf_efficientnetv2_s,gradcam,109275.jpg,0,0,0,1,1,0.8178743961352657,0.8998139782088759,0.9620437899521004,0,0,full_val_split
tf_efficientnetv2_s,gradcam,109324.jpg,0,0,0,1,1,0.8709757613424487,0.931039064576136,0.8852493135985379,0,0,full_val_split
tf_efficientnetv2_s,gradcam,109360.jpg,0,0,0,1,1,0.7206218564243255,0.8376295508902472,0.9375340679374257,0,0,full_val_split
tf_efficientnetv2_s,gradcam,109375.jpg,0,0,0,1,1,0.8028506407953049,0.8906457613606166,0.9584307942457275,0,0,full_val_split
tf_efficientnetv2_s,gradcam,109460.jpg,0,0,0,1,1,0.8396480078220484,0.9128355035875632,0.9707614565594166,0,0,full_val_split
tf_efficientnetv2_s,gradcam,109674.jpg,0,0,0,1,1,0.717480602464628,0.8355035875631145,0.9516535345712749,0,0,full_val_split
tf_efficientnetv2_s,gradcam,109818.jpg,0,0,0,1,1,0.6757960365174794,0.8065373372309328,0.8989812475700873,0,0,full_val_split
tf_efficientnetv2_s,gradcam,109844.jpg,0,0,0,1,1,0.7600561272217026,0.8636726016476216,0.9664665889441829,0,0,full_val_split
tf_efficientnetv2_s,gradcam,109972.jpg,0,0,0,1,1,0.9369450521168446,0.967446186553282,0.9717666058679459,0,0,full_val_split
tf_efficientnetv2_s,gradcam,109995.jpg,0,0,0,1,1,0.8591897233201581,0.9242625564709008,0.9492116473238579,0,0,full_val_split
tf_efficientnetv2_s,gradcam,110204.jpg,0,0,0,1,1,0.9135519959318587,0.9548232792984321,0.9394688230011369,0,0,full_val_split
tf_efficientnetv2_s,gradcam,110213.jpg,0,0,0,1,1,0.718068713617167,0.835902205686952,0.9656260403281289,0,0,full_val_split
tf_efficientnetv2_s,gradcam,110277.jpg,0,0,0,1,1,0.7921181092987261,0.8840021259633272,0.9536416214103629,0,0,full_val_split
tf_efficientnetv2_s,gradcam,110292.jpg,0,0,0,1,1,0.741524933472174,0.8515811852245548,0.9220637781577895,0,0,full_val_split
tf_efficientnetv2_s,gradcam,110315.jpg,0,0,0,1,1,0.7419280175905566,0.8518469306404465,0.9644788203588635,0,0,full_val_split
tf_efficientnetv2_s,gradcam,110382.jpg,0,0,0,1,1,0.7129850916126096,0.8324475152803614,0.9268607357911314,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,108541.jpg,0,0,0,1,1,0.4950337703615415,0.662237576401807,0.7078442363800125,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,108696.jpg,0,0,0,1,1,0.5700427662459581,0.7261493489237311,0.8409762479446746,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,108697.jpg,0,0,0,1,1,0.6952359499943688,0.820223226149349,0.9125210356344897,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,108765.jpg,0,0,0,1,1,0.6183206106870229,0.7641509433962265,0.9317357689960123,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,108844.jpg,0,0,0,1,1,0.5886015831134565,0.7410310922136593,0.8720809132097507,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,109121.jpg,0,0,0,1,1,0.577281777218904,0.7319957480733458,0.9332630270941553,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,109173.jpg,0,0,0,1,1,0.5995749202975558,0.7496678182301355,0.8064578733920917,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,109214.jpg,0,0,0,1,1,0.7353008992391054,0.8474621312782354,0.8794848561459343,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,109275.jpg,0,0,0,1,1,0.5484003703322703,0.7083444060589955,0.9114671487386976,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,109324.jpg,0,0,0,1,1,0.7281285878300804,0.8426787137921871,0.9128944325830491,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,109360.jpg,0,0,0,1,1,0.7853160953623533,0.879750199309062,0.9037965632114591,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,109375.jpg,0,0,0,1,1,0.5921303152104929,0.7438214190805209,0.9074649097420873,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,109460.jpg,0,0,0,1,1,0.855980271270037,0.9224023385596598,0.9161539776215168,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,109674.jpg,0,0,0,1,1,0.7602619576657701,0.8638054743555673,0.9618609011032568,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,109818.jpg,0,0,0,1,1,0.5139810903238785,0.6789795376029764,0.7875799359492943,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,109844.jpg,0,0,0,1,1,0.6081196581196581,0.7563114536274249,0.935642564733182,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,109972.jpg,0,0,0,1,1,0.58609062170706,0.7390380015944725,0.942529427621797,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,109995.jpg,0,0,0,1,1,0.48661728395061726,0.6546638320488971,0.8809171396719491,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,110204.jpg,0,0,0,1,1,0.6730021118150494,0.804544246611746,0.8405757624799028,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,110213.jpg,0,0,0,1,1,0.7273353224695892,0.8421472229604039,0.8014531258012455,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,110277.jpg,0,0,0,1,1,0.6253104416369722,0.7694658517140579,0.8584232064627247,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,110292.jpg,0,0,0,1,1,0.623732470334412,0.7682699973425459,0.8711469502237068,0,0,full_val_split
tf_efficientnetv2_s,gradcampp,110315.jpg,0,0,0,1,1,0.48062168011017115,0.6492160510231199,0.7366518414342849,0,0,full_val_split
